token,label
counter,O
display,O
home,O
essentials,O
gradient,O
400,O
each,O
1299,O
5196,O
10,O
5716,O
stemless,O
wine,O
glasses,O
set,O
of,O
4,O
20,O
fl,I-SELLER_ADDRESS
oz,O
591,O
ml,O
new,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
38660,O
3866,O
42526,O
total,O
38660,O
3866,O
42526,O
,
invoice,O
no:,O
15001300,B-INVOICE_NUMBER
date,O
of,O
issue:,O
02/18/2014,B-INVOICE_DATE
seller:,O
client:,O
kerr,O
ryan,I-SELLER_NAME
and,I-SELLER_NAME
gomez,I-SELLER_NAME
mason,B-CLIENT_NAME
ltd,I-CLIENT_NAME
8069,B-SELLER_ADDRESS
nicholas,I-SELLER_ADDRESS
greens,I-SELLER_ADDRESS
8053,B-CLIENT_ADDRESS
friedman,I-CLIENT_ADDRESS
burg,I-CLIENT_ADDRESS
lake,I-SELLER_ADDRESS
vincentbury,O
ri,I-SELLER_ADDRESS
06574,I-SELLER_ADDRESS
patrickfort,O
fl,I-CLIENT_ADDRESS
71567,I-CLIENT_ADDRESS
tax,O
id:,O
929-82-4759,O
tax,O
id:,O
991-91-7229,O
iban:,O
gb3zmkco74382010852522,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
100pcs,O
wall,O
stickers,O
home,O
100,O
each,O
170,O
170,O
10,O
187,O
decor,O
glow,O
in,O
the,O
dark,O
star,O
sticker,O
decal,O
kids,O
room,O
2,O
puma,O
boys,O
kids,O
athletic,O
shoes,O
300,O
each,O
1900,O
5700,O
10,O
6270,O
flats,O
plimsouls,O
gray,O
black,O
denim,O
size,O
12c,O
3,O
joma,O
youth,O
boys,O
gol,O
205,O
piso,O
500,O
each,O
1999,O
9995,O
10,O
10994,O
multitaco,O
soccer,O
cleats,O
2.5,O
white,O
blue,O
yellow,O
new,O
fila,O
boys,O
skele-toes,O
rnr,O
3,O
300,O
each,O
1025,O
3075,O
10,O
3383,O
black,O
running,O
shoes,O
11,O
medium,O
d,O
little,O
kid,O
9953,O
5,O
kid,O
connection,O
kids,O
winter,O
500,O
each,O
2159,O
10795,O
10,O
11875,O
waterproof,O
boots,O
size,O
5,O
cozy,O
warm,O
slipn,O
on,O
booties,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
29735,O
2973,O
32708,O
total,O
29735,O
2973,O
32708,O
bay,O
,
invoice,O
no:,O
25210895,B-INVOICE_NUMBER
date,O
of,O
issue:,O
05/14/2019,B-INVOICE_DATE
seller:,O
client:,O
lyons,B-SELLER_NAME
inc,I-SELLER_NAME
watson-blanchard,B-CLIENT_NAME
64411,B-SELLER_ADDRESS
taylor,I-SELLER_ADDRESS
cape,I-SELLER_ADDRESS
psc,B-CLIENT_ADDRESS
0164,O
box,I-CLIENT_ADDRESS
7355,I-CLIENT_ADDRESS
carrollview,O
ri,I-SELLER_ADDRESS
87544,I-SELLER_ADDRESS
apo,I-CLIENT_ADDRESS
aa,I-CLIENT_ADDRESS
37205,I-CLIENT_ADDRESS
tax,O
id:,O
987-99-8997,O
tax,O
id:,O
992-82-0219,O
iban:,O
gbzovrem81930507643275,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
lularoe,O
nicole,O
dress,O
size,O
large,O
300,O
each,O
199,O
597,O
10,O
657,O
25,O
2,O
escada,O
long,O
black,O
dress,O
sz,O
40,O
100,O
each,O
7499,O
7499,O
10,O
8249,O
100,O
silk,O
lining,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
8096,O
810,O
8906,O
total,O
8096,O
810,O
8906,O
,
invoice,O
no:,O
76619276,B-INVOICE_NUMBER
date,O
of,O
issue:,O
11/16/2011,B-INVOICE_DATE
seller:,O
client:,O
bailey,O
adams,I-SELLER_NAME
and,I-SELLER_NAME
pacheco,I-SELLER_NAME
morgan,B-CLIENT_NAME
ltd,I-CLIENT_NAME
8114,B-SELLER_ADDRESS
blake,I-SELLER_ADDRESS
course,I-SELLER_ADDRESS
8866,B-CLIENT_ADDRESS
brown,I-CLIENT_ADDRESS
centers,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
945,I-CLIENT_ADDRESS
shieldsshire,O
ks,I-SELLER_ADDRESS
95278,I-SELLER_ADDRESS
new,I-CLIENT_ADDRESS
stephaniemouth,O
in,I-CLIENT_ADDRESS
94165,I-CLIENT_ADDRESS
tax,O
id:,O
988-86-2916,O
tax,O
id:,O
971-85-8091,O
iban:,O
gbzzbwok82952788901911,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
vintage,O
metal,O
art,O
sculpture,O
500,O
each,O
2598,O
12990,O
10,O
14289,O
carving,O
chef,O
wine,O
bottle,O
holder,O
and,I-SELLER_NAME
display,O
tin,O
chef,O
2,O
gold,O
band,O
wine,O
glasses,O
clear,O
400,O
each,O
199,O
796,O
10,O
876,O
glass,O
round,O
stems,O
2,O
12,O
ounce,O
elegant,O
stems,O
3,O
galvanized,O
metal,O
wine,O
caddy,O
500,O
each,O
3495,O
17475,O
10,O
19223,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
31261,O
3126,O
34387,O
total,O
31261,O
3126,O
34387,O
,
invoice,O
no:,O
49565075,B-INVOICE_NUMBER
date,O
of,O
issue:,O
10/28/2019,B-INVOICE_DATE
seller:,O
client:,O
kane-morgan,B-SELLER_NAME
garcia,B-CLIENT_NAME
inc,I-CLIENT_NAME
968,B-SELLER_ADDRESS
carr,I-SELLER_ADDRESS
mission,I-SELLER_ADDRESS
apt:,O
320,I-SELLER_ADDRESS
445,B-CLIENT_ADDRESS
haas,I-CLIENT_ADDRESS
viaduct,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
454,I-CLIENT_ADDRESS
bernardville,O
va,I-SELLER_ADDRESS
28211,I-SELLER_ADDRESS
michaelhaven,O
la,I-CLIENT_ADDRESS
32852,I-CLIENT_ADDRESS
tax,O
id:,O
964-95-3813,O
tax,O
id:,O
909-75-5482,O
iban:,O
gb73wcij55232646970614,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
anthropologie,O
gold,O
elegant,O
300,O
each,O
1998,O
5994,O
10,O
6593,O
swan,O
decorative,O
metal,O
bottle,O
stopper,O
wine,O
saver,O
2,O
lolita,O
happy,O
retirement,O
wine,O
100,O
each,O
800,O
800,O
10,O
880,O
glass,O
15,O
ounce,O
gls11-5534h,O
3,O
lolita,O
congratulations,O
hand,O
100,O
each,O
2000,O
2000,O
10,O
2200,O
painted,O
and,O
decorated,O
wine,O
glass,O
nib,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
8794,O
879,O
9673,O
total,O
8794,O
879,O
9673,O
,
invoice,O
no:,O
36475327,B-INVOICE_NUMBER
date,O
of,O
issue:,O
08/23/2020,B-INVOICE_DATE
seller:,O
client:,O
faulkner,B-SELLER_NAME
group,I-SELLER_NAME
mendoza-scott,B-CLIENT_NAME
956,B-SELLER_ADDRESS
dennis,I-SELLER_ADDRESS
cliffs,I-SELLER_ADDRESS
apt:,O
138,I-SELLER_ADDRESS
581,B-CLIENT_ADDRESS
christian,I-CLIENT_ADDRESS
canyon,I-CLIENT_ADDRESS
west,I-SELLER_ADDRESS
haley,O
de,I-SELLER_ADDRESS
93178,I-SELLER_ADDRESS
paulburgh,O
nv,I-CLIENT_ADDRESS
98729,I-CLIENT_ADDRESS
tax,O
id:,O
902-95-7823,O
tax,O
id:,O
976-79-4311,O
iban:,O
gbz8ynhu63382554245346,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
dell,O
optiplex,O
xe2,O
sff,O
desktop,O
300,O
each,O
9900,O
29700,O
10,O
32670,O
computer,O
w1o,O
pro,O
licensed,O
2,O
custom,O
build,O
dell,O
desktop,O
100,O
each,O
9900,O
9900,O
10,O
10890,O
computer,O
i5,O
16gb,O
1tb,O
ssd,O
hdmi,O
windows,O
10,O
pc,O
wifi,O
3,O
custom,O
gaming,O
computer,O
400,O
each,O
45000,O
1,O
80000,O
10,O
1,O
98000,O
dell,O
optiplex,O
windows,O
10,O
pro,O
300,O
each,O
14995,O
44985,O
10,O
49483,O
desktop,O
computer,O
pc,O
i5,O
4th,O
gen,O
3.2ghz,O
8,O
gb,O
2,O
tb,O
hdd,O
5,O
hp,O
desktop,O
computers,O
core,O
i5,O
500,O
each,O
13995,O
69975,O
10,O
76973,O
16gb,O
2tb,O
256gb,O
ssd,O
wifi,O
22,O
lcd,O
windows,O
10,O
pro,O
pc,O
6,O
2,O
gaming,O
computers,O
100,O
each,O
1,O
30000,O
1,O
30000,O
10,O
1,O
43000,O
hp,O
aii-in-one,O
computer,O
22-,O
100,O
each,O
44999,O
44999,O
10,O
49499,O
full-hd,O
display,O
intel,O
2.90ghz,O
4gb,O
1tb,O
hd,O
winlo,O
teal,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
5,O
09559,O
50956,O
5,O
60515,O
total,O
5,O
09559,O
50956,O
5,O
60515,O
,
invoice,O
no:,O
65123866,B-INVOICE_NUMBER
date,O
of,O
issue:,O
11/20/2012,B-INVOICE_DATE
seller:,O
client:,O
potts,O
pittman,I-SELLER_NAME
and,I-SELLER_NAME
beck,I-SELLER_NAME
garcia-perkins,B-CLIENT_NAME
usnv,B-SELLER_ADDRESS
stone,I-SELLER_ADDRESS
897,B-CLIENT_ADDRESS
gonzalez,I-CLIENT_ADDRESS
junction,I-CLIENT_ADDRESS
apt:,O
934,I-CLIENT_ADDRESS
fpo,I-SELLER_ADDRESS
ae,I-SELLER_ADDRESS
65337,I-SELLER_ADDRESS
jesseburgh,O
mn,I-CLIENT_ADDRESS
12053,I-CLIENT_ADDRESS
tax,O
id:,O
970-95-1799,O
tax,O
id:,O
992-87-3315,O
iban:,O
gbssymcmo2538391714621,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
the,O
four,O
agreements:,O
a,O
100,O
each,O
330,O
330,O
10,O
363,O
practical,O
guide,O
to,O
personal,O
freedom,O
by,O
don,O
miguel,O
ruiz,O
2,O
the,O
world,O
of,O
van,O
gogh,O
from,O
400,O
each,O
1497,O
5988,O
10,O
6587,O
time,O
life,O
library,O
of,O
art,O
3,O
principles,O
of,O
virology,O
2,O
volume,O
500,O
each,O
12190,O
60950,O
10,O
67045,O
set,O
asm,O
books,O
boy,O
who,O
grew,O
up,O
eating,O
300,O
each,O
1950,O
5850,O
10,O
6435,O
nightmare,O
its,O
okay,O
to,O
not,O
be,O
okay,O
picturebook,O
5,O
the,O
value,O
of,O
time,O
500,O
each,O
1773,O
8865,O
10,O
9752,O
the,O
home,O
stretch,O
200,O
each,O
538,O
1076,O
10,O
1184,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
83059,O
8306,O
91365,O
total,O
83059,O
8306,O
91365,O
,
invoice,O
no:,O
61819195,B-INVOICE_NUMBER
date,O
of,O
issue:,O
08/28/2019,B-INVOICE_DATE
seller:,O
client:,O
mason-beltran,B-SELLER_NAME
morrison,O
stewart,I-CLIENT_NAME
and,I-CLIENT_NAME
graham,I-CLIENT_NAME
5622,B-SELLER_ADDRESS
erik,I-SELLER_ADDRESS
knolls,I-SELLER_ADDRESS
51370,B-CLIENT_ADDRESS
thompson,I-CLIENT_ADDRESS
oval,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
431,I-CLIENT_ADDRESS
new,I-SELLER_ADDRESS
kristafurt,O
mt,I-SELLER_ADDRESS
51436,I-SELLER_ADDRESS
beckerburgh,O
me,I-CLIENT_ADDRESS
77062,I-CLIENT_ADDRESS
tax,O
id:,O
944-76-3164,O
tax,O
id:,O
902-99-3657,O
iban:,O
gb33arje04963501593840,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
my,O
way,O
home:,O
voices,O
of,O
200,O
each,O
561,O
1122,O
10,O
1234,O
the,O
new,I-SELLER_ADDRESS
american,O
roots,O
2,O
goodnight,O
from,O
london:,O
a,O
500,O
each,O
449,O
2245,O
10,O
2470,O
novel,O
3,O
the,O
world,O
of,O
art,O
time,O
life,O
500,O
each,O
5000,O
25000,O
10,O
27500,O
bookscompleteset,O
of,O
24,O
american,O
modern,O
art,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
28367,O
2837,O
31204,O
total,O
28367,O
2837,O
31204,O
sing,O
,
invoice,O
no:,O
20295549,B-INVOICE_NUMBER
date,O
of,O
issue:,O
11/20/2011,B-INVOICE_DATE
seller:,O
client:,O
williams-morris,B-SELLER_NAME
ward-jordan,B-CLIENT_NAME
232,B-SELLER_ADDRESS
kelly,I-SELLER_ADDRESS
route,I-SELLER_ADDRESS
8182,B-CLIENT_ADDRESS
hancock,I-CLIENT_ADDRESS
street,I-CLIENT_ADDRESS
apt:,O
613,I-CLIENT_ADDRESS
adamsborough,O
tx,I-SELLER_ADDRESS
58099,I-SELLER_ADDRESS
west,I-CLIENT_ADDRESS
david,O
ma,I-CLIENT_ADDRESS
55043,I-CLIENT_ADDRESS
tax,O
id:,O
917-74-0669,O
tax,O
id:,O
999-79-0463,O
iban:,O
gb2sfvfp72557385738524,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
dell,O
optiplex,O
sff,O
desktop,O
400,O
each,O
8999,O
35996,O
10,O
39596,O
computer,O
windows,O
10,O
4gb,O
160gb,O
2,O
lenovo,O
c2o-oo_all,O
in,O
one,O
500,O
each,O
27764,O
1,O
38820,O
10,O
1,O
52702,O
desktop,O
computer,O
with,O
wireless,O
mouse,O
3,O
fast,O
dell,O
optiplex,O
desktop,O
pc,O
200,O
each,O
21700,O
43400,O
10,O
47740,O
computer,O
dual,O
core,O
3.4ghz,O
8gb,O
1tb,O
win,O
10,O
pro,O
wifi,O
fast,O
dell,O
optiplex,O
windows,O
10,O
100,O
each,O
8995,O
8995,O
10,O
9895,O
desktop,O
computer,O
tower,O
pc,O
core,O
i3,O
3.1ghz,O
4gb,O
320gb,O
5,O
ws,O
pro,O
mini,O
pocket,O
pc,O
windows,O
300,O
each,O
11900,O
35700,O
10,O
39270,O
10,O
computer,O
stick,O
intel,O
28350,O
quad,O
core,O
fast,O
i7,O
rgb,O
gaming,O
desktop,O
pc,O
500,O
each,O
79000,O
3,O
95000,O
10,O
4,O
34500,O
computer,O
vr-ready,O
wifi,O
aaa,O
fortnite,O
gtav,O
pubg,O
1g3,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
6,O
57911,O
65791,O
7,O
23702,O
total,O
6,O
57911,O
65791,O
7,O
23702,O
,
invoice,O
no:,O
63131640,B-INVOICE_NUMBER
date,O
of,O
issue:,O
06/21/2015,B-INVOICE_DATE
seller:,O
client:,O
white,B-SELLER_NAME
plc,I-SELLER_NAME
richards,O
williams,I-CLIENT_NAME
and,I-CLIENT_NAME
houston,I-CLIENT_NAME
63583,B-SELLER_ADDRESS
marshall,I-SELLER_ADDRESS
flats,I-SELLER_ADDRESS
0388,B-CLIENT_ADDRESS
hutchinson,I-CLIENT_ADDRESS
corner,I-CLIENT_ADDRESS
apt:,O
019,I-CLIENT_ADDRESS
leestad,O
ct,I-SELLER_ADDRESS
23486,I-SELLER_ADDRESS
deborahside,O
sc,I-CLIENT_ADDRESS
93156,I-CLIENT_ADDRESS
tax,O
id:,O
981-71-0351,O
tax,O
id:,O
937-75-0747,O
iban:,O
gbizeegv74815787185844,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
3,O
gal,O
12l,O
moonshine,O
still,O
500,O
each,O
9992,O
49960,O
10,O
54956,O
stainless,O
steel,O
water,O
wine,O
alcohol,O
distiller,O
equipment,O
2,O
black,O
butterfly,O
winged,O
500,O
each,O
895,O
4475,O
10,O
4923,O
corkscrew,O
wine,O
bottle,O
opener,O
swing-a-way,O
3,O
vintage,O
set,O
of,O
3,O
cobalt,O
blue,O
500,O
each,O
2400,O
12000,O
10,O
13200,O
glass,O
wine,O
glasses,O
water,O
goblets,O
barware,O
stemware,O
new,O
never,O
used,O
crofton,O
300,O
each,O
300,O
900,O
10,O
990,O
chefs,O
collection,O
wine,O
cooling,O
stick,O
in,O
package,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
67335,O
6734,O
74069,O
total,O
67335,O
6734,O
74069,O
,
invoice,O
no:,O
78605417,B-INVOICE_NUMBER
date,O
of,O
issue:,O
08/07/2017,B-INVOICE_DATE
seller:,O
client:,O
campos,B-SELLER_NAME
llc,I-SELLER_NAME
wilson-hernandez,B-CLIENT_NAME
15809,B-SELLER_ADDRESS
christina,I-SELLER_ADDRESS
cove,I-SELLER_ADDRESS
apt:,O
190,I-SELLER_ADDRESS
5998,B-CLIENT_ADDRESS
stephen,I-CLIENT_ADDRESS
squares,I-CLIENT_ADDRESS
danielmouth,O
or,I-SELLER_ADDRESS
11509,I-SELLER_ADDRESS
maryville,O
oh,I-CLIENT_ADDRESS
19487,I-CLIENT_ADDRESS
tax,O
id:,O
909-73-7194,O
tax,O
id:,O
940-87-7017,O
iban:,O
gbizwvtt56005535188252,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
nike,O
pre,O
school,O
kids,O
size,O
12c,O
300,O
each,O
5999,O
17997,O
10,O
19797,O
jordan,O
jumpman,O
team,O
il,O
ps,O
aq2797-300,O
2,O
nike,O
air,O
force,O
1,O
low,O
300,O
each,O
5495,O
16485,O
10,O
18134,O
314192-117,O
triple,O
white,O
youth,O
boys,O
size,O
5y,O
3,O
adult,O
girl,O
version,O
hermione,O
200,O
each,O
6416,O
12832,O
10,O
14115,O
granger,O
cosplay,O
costume,O
gryffindor,O
kid,O
size,O
in,O
stock,O
adidas,O
baseball,O
youth,O
cleats,O
300,O
each,O
1199,O
3597,O
10,O
3957,O
spikes,O
kids,O
shoes,O
black,O
white,O
size,O
12k,O
5,O
harry,O
potter,O
hogwarts,O
adult,O
500,O
each,O
1748,O
8740,O
10,O
9614,O
child,O
robe,O
cloak,O
halloween,O
cos,O
costumes,O
party,O
xmas.,O
6,O
sperry,O
infant,O
size,O
6,O
boat,O
shoes,O
500,O
each,O
099,O
495,O
10,O
545,O
dc,O
kids,O
pixie,O
3,O
sneaker,O
100,O
each,O
5500,O
5500,O
10,O
6050,O
toddler/little,O
kid/big,O
kid,O
color,O
whiteibattleship,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
65646,O
6565,O
72211,O
total,O
65646,O
6565,O
72211,O
,
invoice,O
no:,O
33102457,B-INVOICE_NUMBER
date,O
of,O
issue:,O
09/18/2018,B-INVOICE_DATE
seller:,O
client:,O
harris,B-SELLER_NAME
llc,I-SELLER_NAME
pierce,O
bush,I-CLIENT_NAME
and,I-CLIENT_NAME
jones,I-CLIENT_NAME
19049,B-SELLER_ADDRESS
norma,I-SELLER_ADDRESS
centers,I-SELLER_ADDRESS
apt:,O
108,I-SELLER_ADDRESS
unit,B-CLIENT_ADDRESS
0758,I-CLIENT_ADDRESS
box,I-CLIENT_ADDRESS
0909,I-CLIENT_ADDRESS
fieldsmouth,O
az,I-SELLER_ADDRESS
08845,I-SELLER_ADDRESS
dpo,I-CLIENT_ADDRESS
aa,I-CLIENT_ADDRESS
34990,I-CLIENT_ADDRESS
tax,O
id:,O
937-81-0462,O
tax,O
id:,O
974-83-3645,O
iban:,O
gbazmqkw89908599665710,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
blue,O
shiny,O
stone,O
floral,O
art,O
400,O
each,O
3,O
96000,O
15,O
84000,O
10,O
17,O
42400,O
dinning,O
table,O
top,O
marble,O
kitchen,O
table,O
top,O
48,O
inches,O
2,O
12,O
marble,O
side,O
coffee,O
table,O
300,O
each,O
25977,O
77931,O
10,O
85724,O
top,O
multi,O
stone,O
floral,O
inlay,O
occasional,O
decor,O
w260,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
16,O
61931,O
1,O
66193,O
18,O
28124,O
total,O
16,O
61931,O
1,O
66193,O
18,O
28124,O
,
invoice,O
no:,O
57696752,B-INVOICE_NUMBER
date,O
of,O
issue:,O
10/03/2017,B-INVOICE_DATE
seller:,O
client:,O
lopez-smith,B-SELLER_NAME
rodriguez,O
grant,I-CLIENT_NAME
and,I-CLIENT_NAME
green,I-CLIENT_NAME
1019,B-SELLER_ADDRESS
jamie,I-SELLER_ADDRESS
coves,I-SELLER_ADDRESS
suite,I-CLIENT_ADDRESS
536,I-SELLER_ADDRESS
36999,B-CLIENT_ADDRESS
cynthia,I-CLIENT_ADDRESS
walk,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
460,I-CLIENT_ADDRESS
garciaberg,O
ak,I-SELLER_ADDRESS
23239,I-SELLER_ADDRESS
greenchester,O
nc,I-CLIENT_ADDRESS
24265,I-CLIENT_ADDRESS
tax,O
id:,O
902-87-1700,O
tax,O
id:,O
943-76-5369,O
iban:,O
gb46fugv21945539731839,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
nautica,O
kids,O
boys,O
navy,O
red,O
400,O
each,O
50000,O
2,O
00000,O
10,O
2,O
20000,O
with,O
white,O
rubber,O
sole,O
running,O
sneakers,O
shoes,O
us,O
10,O
2,O
nike,O
kids,O
kd,O
trey,O
5,O
nike,O
black,O
100,O
each,O
2200,O
2200,O
10,O
2420,O
size,O
4.5ay,O
3,O
timberland,O
brown,O
slip,O
on,O
shoes,O
500,O
each,O
200,O
1000,O
10,O
1100,O
size,O
4.5,O
juniors,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
2,O
03200,O
20320,O
2,O
23520,O
total,O
2,O
03200,O
20320,O
2,O
23520,O
,
invoice,O
no:,O
66389180,B-INVOICE_NUMBER
date,O
of,O
issue:,O
07/30/2016,B-INVOICE_DATE
seller:,O
client:,O
mercer-donovan,B-SELLER_NAME
murphy,B-CLIENT_NAME
llc,I-CLIENT_NAME
457,B-SELLER_ADDRESS
shawn,I-SELLER_ADDRESS
roads,I-SELLER_ADDRESS
824,B-CLIENT_ADDRESS
brown,I-CLIENT_ADDRESS
village,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
249,I-CLIENT_ADDRESS
shawfurt,O
ok,I-SELLER_ADDRESS
52770,I-SELLER_ADDRESS
johnsonland,O
nh,I-CLIENT_ADDRESS
47691,I-CLIENT_ADDRESS
tax,O
id:,O
946-92-9578,O
tax,O
id:,O
965-84-6097,O
iban:,O
gb78tzmso2094878294026,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
hot,O
toys,O
cosb748,O
mandalorian,O
200,O
each,O
3289,O
6578,O
10,O
7236,O
the,O
child,O
cosbaby,O
mini,O
figure,O
model,O
collection,O
2,O
jordan,O
bloyal,O
boys,O
grade,O
100,O
each,O
900,O
900,O
10,O
990,O
school,O
sneakers,O
us,O
3y,O
3,O
nike,O
ty,O
black,O
100,O
each,O
1500,O
1500,O
10,O
1650,O
joma,O
youth,O
boys,O
gol,O
205,O
piso,O
400,O
each,O
1999,O
7996,O
10,O
8796,O
multitaco,O
soccer,O
cleats,O
3.5,O
white,O
blue,O
yellow,O
new,O
5,O
star,O
wars,O
100,O
925,O
sterling,O
300,O
each,O
1988,O
5964,O
10,O
6560,O
silver,O
bb8,O
darth,O
vader,O
charm,O
r2-d2,O
fiit,O
pandora,O
gift,O
toddler,O
kids,O
monster,O
jam,O
shoes,O
400,O
each,O
900,O
3600,O
10,O
3960,O
size,O
llc,I-CLIENT_NAME
grave,O
digger,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
26538,O
2654,O
29192,O
total,O
26538,O
2654,O
29192,O
,
invoice,O
no:,O
93219493,B-INVOICE_NUMBER
date,O
of,O
issue:,O
05/16/2019,B-INVOICE_DATE
seller:,O
client:,O
james,B-SELLER_NAME
plc,I-SELLER_NAME
bryant-taylor,B-CLIENT_NAME
452,B-SELLER_ADDRESS
michelle,I-SELLER_ADDRESS
branch,I-SELLER_ADDRESS
075,B-CLIENT_ADDRESS
gary,I-CLIENT_ADDRESS
union,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
231,I-CLIENT_ADDRESS
aaronberg,O
ut,I-SELLER_ADDRESS
13177,I-SELLER_ADDRESS
new,I-CLIENT_ADDRESS
lindsayberg,O
wy,I-CLIENT_ADDRESS
10457,I-CLIENT_ADDRESS
tax,O
id:,O
911-98-9831,O
tax,O
id:,O
956-92-2147,O
iban:,O
gb71qdsh79257841046423,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
microsoft,O
xbox,O
360,O
console,O
49,O
300,O
each,O
2500,O
7500,O
10,O
8250,O
game,O
bundle,O
250gb,O
black,O
2,O
n64,O
nintendo,O
system,O
console,O
400,O
each,O
9599,O
38396,O
10,O
42236,O
lot,O
bundle,O
wi,O
2,O
games,O
controller,O
tested,O
working,O
3,O
nintendo,O
switch,O
lite,O
turquoise,O
200,O
each,O
13000,O
26000,O
10,O
28600,O
blue,O
console,O
only,O
no,O
charger,O
b4-1,O
sega,O
dreamcast,O
white,O
console,O
400,O
each,O
9300,O
37200,O
10,O
40920,O
japan,O
import,O
hkt-3000,O
5,O
b451,O
nintendo,O
dsi,O
console,O
pink,O
500,O
each,O
999,O
4995,O
10,O
5495,O
japan,O
nds,O
x,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
1,O
14091,O
11409,O
1,O
25500,O
total,O
1,O
14091,O
11409,O
1,O
25500,O
,
invoice,O
no:,O
13367493,B-INVOICE_NUMBER
date,O
of,O
issue:,O
02/21/2012,B-INVOICE_DATE
seller:,O
client:,O
terry,O
crawford,I-SELLER_NAME
and,I-SELLER_NAME
vega,I-SELLER_NAME
martin-schmidt,B-CLIENT_NAME
2744,B-SELLER_ADDRESS
olson,I-SELLER_ADDRESS
extension,I-SELLER_ADDRESS
suite,I-SELLER_ADDRESS
147,I-SELLER_ADDRESS
726,B-CLIENT_ADDRESS
mills,I-CLIENT_ADDRESS
island,I-CLIENT_ADDRESS
apt:,O
702,I-CLIENT_ADDRESS
lake,I-SELLER_ADDRESS
edward,O
va,I-SELLER_ADDRESS
62672,I-SELLER_ADDRESS
randyville,O
ma,I-CLIENT_ADDRESS
40113,I-CLIENT_ADDRESS
tax,O
id:,O
926-79-2155,O
tax,O
id:,O
912-97-1608,O
iban:,O
gbz9whiu45376170748238,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
escada,O
long,O
black,O
dress,O
sz,O
40,O
400,O
each,O
7499,O
29996,O
10,O
32996,O
100,O
silk,O
lining,O
2,O
boden,O
size,O
8,O
us,O
green,O
200,O
each,O
3500,O
00,O
10,O
7700,O
dark,O
blue,O
belted,O
midi,O
wool,O
knit,O
sweater,O
fall,O
dress,O
3,O
j,O
crew,O
mercantile,O
knitted,O
tweed,O
100,O
each,O
2600,O
2600,O
10,O
2860,O
dress,O
size,O
4,O
black,O
and,I-SELLER_NAME
