invoice_details,line_items,summary
"Invoice Number: 49360354, Date: 05/03/2017, Seller: , Client: armstrong inc yu williams and barry 9547 samuel cliffs 34887 craig trail apt: 161 samuelchester co 34580 lake sally ca 02955",N/A,net worth vat gross worth lotto youth boys fuerzapura 300 each 1999 5997 10 6597 lsoo jr soccer cleats size 2.5 white blue m6147 2.5y 2 skechers kids snap sprints 500 each 2999 14995 10 16494 sneaker size 4 bluelblack 975461 3 joma boys youth super copa 500 each 1999 9995 10 10994 102 soccer cleats 5.5 white yellow blue futbol new joma youth boys gol 205 piso 200 each 1999 3998 10 4398 multitaco soccer cleats 1.5 white blue yellow new 5 100pcs wall stickers home 500 each 170 850 10 935 decor glow in the dark star sticker decal kids room summary vat net worth vat gross worth 10 35835 3584 39419 total 35835 3584 39419
"Invoice Number: 94772624, Date: 03/01/2015, Seller: , Client: smith-strickland goodman rogers and williams unit 2720 box 0088 9027 velez river dpo ae 58579 west ginamouth nj 71857",N/A,net worth vat gross worth 3 ikea stainless steel 4-bottle 200 each 2500 5000 10 5500 wine rack 300.557.60 great condition gift it summary vat net worth vat gross worth 10 5000 500 5500 total 5000 500 5500
"Invoice Number: 87958388, Date: 04/11/2016, Seller: , Client: robinson and sons jackson-cardenas psc 9668 box 0970 36484 richard extensions suite 325 apo ap 52365 north valeriehaven az 79970",N/A,net worth vat gross worth 1. 16xl6 marble top customize 300 each 80000 2 40000 10 2 64000 table lapis lazuli marquetry inlaid halloween gift 2 16xl6 white marble top 300 each 74599 2 23797 10 2 46177 counter table malachite inlay marquetry art home decor summary vat net worth vat gross worth 10 4 63797 46380 5 10177 total 4 63797 46380 5 10177
"Invoice Number: 13891625, Date: 10/14/2017, Seller: , Client: marshall-mullins chang moore and faulkner 7958 jack parkway suite 399 9736 warren landing suite 496 east kaitlyn md 40443 port jacob nm 04357",N/A,net worth vat gross worth 1. custom built gaming computer 400 each 21750 87000 10 95700 2 dell desktop computer pc core 500 each 12495 62475 10 68723 i5 3.1ghz 8gb ram s00gb hd wifi dvd windows 10 3 computer desktop gaming i5 500 each 31500 1 57500 10 1 73250 ram 16 g new rgb quad core gaming pc 300 each 29999 89997 10 98997 desktop computer 4.2 ghz 500 8gb ram win 10 wifi 5 dell optiplex desktop computer 500 each 16995 84975 10 93473 pc quad core i5 16gb 1tb hd wifi windows 10 pro custom build hp desktop 500 each 32900 1 64500 10 1 80950 computer 16gb 2tb ssd windows 10 windows pc wifi hp compaq 6200 pro sff 500 each 11396 56980 10 62678 desktop computer pentium windows 10 system 500gb 1tb summary vat net worth vat gross worth 10 7 03427 70343 7 73770 total 7 03427 70343 7 73770
"Invoice Number: 36433509, Date: 03/29/2021, Seller: , Client: gutierrez llc miller myers and bean 8987 fitzpatrick parks apt 322 45922 patricia courts new misty nm 20546 south william in 08798",N/A,net worth vat gross worth 1. boys shoes size 5 200 each 580 1160 10 1276 summary vat net worth vat gross worth 10 1160 116 1276 total 1160 116 1276
"Invoice Number: 22019496, Date: 03/14/2012, Seller: , Client: barron-rodriguez cruz navarro and brown 59843 david squares apt. 406 1646 jim locks port kevin nc 81365 lake shannonburgh or 56427",N/A,net worth vat gross worth 1 collectors paperweights 86 400 each 574 2296 10 2526 2 history of christianity vol: 1 100 each 409 409 10 450 beginnings to 1500 by kenneth s. latourette 3 an hour with jesus 200 each 449 898 10 988 dr. bob and the good oldtimers 500 each 561 2805 10 3086 5 one year through the bible by 200 each 449 898 10 988 david r. veerman 6 theodore boone: the activist by 400 each 449 1796 10 1976 john grisham photosynthesis by rabinowitch 500 each 1131 5655 10 6221 summary vat net worth vat gross worth 10 14757 1476 16233 total 14757 1476 16233
"Invoice Number: 25604558, Date: 03/08/2015, Seller: , Client: mcdaniel inc taylor and sons 980 henry ville 1445 silva trace penaborough vt 44420 north susan tx 31627",N/A,net worth vat gross worth marc jacobs ivory cotton 300 each 1599 4797 10 5277 short sleeve beige silk overlay dress small 2 cabi 5610 striped white blue 400 each 4899 19596 10 21556 launch maxi dress womens sz m 3 boden size 8 us green 100 each 3500 3500 10 3850 dark blue belted midi wool knit sweater fall dress summary vat net worth vat gross worth 10 27893 2789 30682 total 27893 2789 30682 navy
"Invoice Number: 67743685, Date: 01/24/2018, Seller: , Client: cooper wilson and tran reed hall and brown 31485 patrick lights suite 740 90613 donna estates leemouth ga 78053 danielhaven pa 75160",N/A,net worth vat gross worth the wire in the blood tony hill 200 each 1512 3024 10 3326 and carol jordan book 2 by mcdermid new- 2 motorcycle journeys through 300 each 600 1800 10 1980 north america a guide for choosing and planning: 3 beverly hillbillies 1993 tv 500 each 2499 12495 10 13744 show book ist edition autographed signed stephen cox care repair of furniture 200 each 425 850 10 935 5 taste of home bake shop 400 each 449 1796 10 1976 favorites: 383 reader reci 6 seashells of north america: a 200 each 449 898 10 988 guide to field ident my passion for design by barbra 300 each 556 1668 10 1835 streisand summary vat net worth vat gross worth 10 22531 2253 24784 total 22531 2253 24784
"Invoice Number: 61874671, Date: 07/26/2018, Seller: , Client: gonzales-faulkner garcia-jones 2532 lan springs suite 638 0715 vasquez ford williamshire ne 03882 east jeanette md 91592",N/A,net worth vat gross worth 1. fire los angeles dress medium 300 each 650 1950 10 2145 2 tommy bahama womens v 200 each 3499 6998 10 7698 neck linen floral dress size m beige short sleeve tan 3 jams world hawaiian dress 300 each 6500 19500 10 21450 rayon sz.l summary vat net worth vat gross worth 10 28448 2845 31293 total 28448 2845 31293
"Invoice Number: 77668740, Date: 01/02/2016, Seller: , Client: ryan garcia and gregory hopkins gonzales and mccarthy 297 allen mills 3206 adam cliffs apt: 677 port john ak 02752 south monicaborough md 87314",N/A,net worth vat gross worth lularoe nicole dress size 100 each 199 199 10 219 medium 11 summary vat net worth vat gross worth 10 199 020 219 total 199 020 219
"Invoice Number: 46506594, Date: 03/12/2012, Seller: , Client: porter-perkins castaneda llc 88652 james loaf 19558 causeway east alyssamouth ks 81684 east chelseytown md 95490",N/A,net worth vat gross worth nintendo 3ds handheld console 500 each 9899 49495 10 54445 purple 2 pocketgo bittboy v2 white 400 each 3900 15600 10 17160 retro video game portable console 3.5 ips display 3 playstation 3 slim 120gb 400 each 9999 39996 10 43996 black console microsoft xbox 360 white 100 each 3995 3995 10 4395 console power supply av cables tested working 5 sony playstation2 console 100 each 00 4500 10 4950 scph-39000 aqua color tested 11181 nintendo 64 console perfect 100 each 20000 20000 10 22000 lot games 6 games summary vat net worth vat gross worth 10 1 33586 13359 1 46945 total 1 33586 13359 1 46945 fry sony 45c
"Invoice Number: 94215570, Date: 11/05/2017, Seller: , Client: henry inc cole lee and long 46769 james grove apt: 769 psc 5057 box 8574 lauraton or 80222 apo ap 08956",N/A,net worth vat gross worth bicycle wine bottle 200 each 499 998 10 1098 holder/excellent condition summary vat net worth vat gross worth 10 998 100 1098 total 998 100 1098
"Invoice Number: 72128555, Date: 12/25/2013, Seller: , Client: obrien group duncan-davis 6217 boyd ville apt: 758 psc 2324 box 6632 robbinsberg az 54997 apo ap 93827",N/A,net worth vat gross worth fatawa islamiyah islamic 200 each 9990 19980 10 21978 verdicts 8 volume set 2 sasinowski m-legacy of ra 100 each 1940 1940 10 2134 book new 3 time life books: the old west 300 each 13995 41985 10 46183 series complete 26 volumes master index mn853 tumbling by caela carter 300 each 449 1347 10 1482 5 how to win friends influence 200 each 662 1324 10 1456 people summary vat net worth vat gross worth 10 66576 6658 73234 total 66576 6658 73234
"Invoice Number: 16499996, Date: 05/05/2019, Seller: , Client: nichols-powell ballard-henry 19796 lauren courts usns brown watkinsview va 84637 fpo ae 78346",N/A,net worth vat gross worth 1 fire los angeles dress medium 300 each 650 1950 10 2145 summary vat net worth vat gross worth 10 1950 195 2145 total 1950 195 2145
"Invoice Number: 95216794, Date: 08/10/2017, Seller: , Client: nguyen russell and rodriguez adams-burns 0424 kristy rapid suite 516 053 shawn fields bonniemouth va 53323 new tommyborough ak 60906",N/A,net worth vat gross worth 1. entertaining 300 each 449 1347 10 1482 2 collectors paperweights 86 300 each 574 1722 10 1894 3 a history of christianity vol. 1 100 each 409 409 10 450 beginnings to 1500 by kenneth s. latourette an hour with jesus 200 each 449 898 10 988 summary vat net worth vat gross worth 10 4376 438 4814 total 4376 438 4814
"Invoice Number: 68688408, Date: 03/20/2016, Seller: , Client: torres and sons dennis levy and bowen 4052 brown roads 523 leslie manors haysstad nj 06418 lake colleenville ct 12053",N/A,net worth vat gross worth nike 747998-401 team hustle 300 each 1099 3297 10 3627 d7 kids blue mid basketball shoes size 4y us 2 jordan nike kid air 1 retro high 100 each 5000 5000 10 5500 black gray elephant size 7y 838850-013 summary vat net worth vat gross worth 10 8297 830 9127 total 8297 830 9127 top
"Invoice Number: 69875170, Date: 07/18/2014, Seller: , Client: davis thomas and larson romero inc 6943 long street suite 644 3498 margaret shores east jennifer wv 57076 noahtown wa 89768",N/A,net worth vat gross worth antique vintage style hand 500 each 13 00000 65 00000 10 71 50000 carved table unique 2 floral two seater fabric sofa 200 each 19900 39800 10 43780 3 6x3 white marble living room 300 each 5 59021 16 77063 10 18 44769 dining table top marquetry furniture h4743a 6x3 black marble top dining 400 each 5 26597 21 06388 10 23 17027 table scagliola inlay antique arts kitchen decor 5 7x4 buy marble dining table 500 each 14 72108 73 60540 10 80 96594 with black top marquetry inlay hallway decor e944 summary vat net worth vat gross worth 10 176 83791 17 68379 194 52170 total 176 83791 17 68379 194 52170 inlay
"Invoice Number: 74980573, Date: 09/27/2015, Seller: , Client: west group zimmerman and sons 91959 eric pass 2246 landry court wileyshire sc 58295 murillomouth az 66593",N/A,net worth vat gross worth teva hurricane 1019390 all 200 each 999 1998 10 2198 black sandals with hook and loop closure youths 5 2 keen waterproof hiking shoes 300 each 3597 10791 10 11870 kids boys size 12 brown black outdoor sneakers 3 kushyshoo children kid rain 200 each 2299 4598 10 5058 boot shoes rubber monkey size youth 1 summary vat net worth vat gross worth 10 17387 1739 19126 total 17387 1739 19126
"Invoice Number: 20434959, Date: 12/20/2011, Seller: , Client: garrett gonzales and hurley holloway stanton and dunn 683 savannah fords apt: 092 49479 james canyon apt. 672 west jamesport ct 37732 port stephaniehaven ak 61071",N/A,net worth vat gross worth wine things unlimited 300 each 899 2697 10 2967 wine elf pewter wine bottle stopper/cork summary vat net worth vat gross worth 10 2697 270 2967 total 2697 270 2967 tipsy
"Invoice Number: 67103708, Date: 01/20/2020, Seller: , Client: french plc hernandez group psc 4436 box 0976 37039 brown estates suite 872 apo aa 23238 grantburgh sc 87485",N/A,net worth vat gross worth the neuroscience of emotion a 400 each 999 3996 10 4396 new synthesis by ralph adolphs summary vat net worth vat gross worth 10 3996 400 4396 total 3996 400 4396
"Invoice Number: 33085665, Date: 11/07/2011, Seller: , Client: rose-brown mcclain plc usns griffin 9050 michele parkway apt. 396 fpo ae 90809 rosemouth nd 05238",N/A,net worth vat gross worth dell desktop computer pc core 300 each 12495 37485 10 41234 i5 3.1ghz 8gb ram s00gb hd wifi dvd windows 10 2 dell precision workstation 400 each 13900 55600 10 61160 computer intel xeon quad core 16gb 1tb windows 10 pro summary vat net worth vat gross worth 10 93085 9309 1 02394 total 93085 9309 1 02394
"Invoice Number: 20237936, Date: 11/08/2020, Seller: , Client: santos-lee jackson plc 54443 smith corner 602 susan row apt: 412 terriburgh md 73620 port calvinside ga 15057",N/A,net worth vat gross worth escada long black dress sz 40 400 each 7499 29996 10 32996 100 silk lining 2 liza byrd dress sz l- coral 500 each 1799 8995 10 9894 green medallion print short sleeve 100 cotton line summary vat net worth vat gross worth 10 38991 3899 42890 total 38991 3899 42890
"Invoice Number: 95163776, Date: 07/10/2016, Seller: , Client: banks group ellis group 1109 newton ville 4257 joseph crossing gilesborough dc 08319 new natasha wv 95056",N/A,net worth vat gross worth clearance fast dell desktop 300 each 20900 62700 10 68970 computer pc dual core windows 10 4/8/16gb ram 2 hp t520 thin client computer 100 each 3775 3775 10 4153 amd gx-21zjc 1.2ghz 4gb ram tested read beloww summary vat net worth vat gross worth 10 66475 6648 73123 total 66475 6648 73123
"Invoice Number: 50846623, Date: 01/30/2016, Seller: , Client: hood andrade and kim browning ltd 718 scott garden suite 242 0907 lewis centers apt: 160 jeffreyfort wv 11633 lake jessica nv 38156",N/A,net worth vat gross worth sony playstation 3 12 gb 100 each 10999 10999 10 12099 charcoal black console used summary vat net worth vat gross worth 10 10999 1100 12099 total 10999 1100 12099
"Invoice Number: 82977013, Date: 12/06/2013, Seller: , Client: daniel-morrison snyder benton and reed 7968 williams creek apt: 683 9842 kelly river west barbara ok 09368 carlfort sd 15783",N/A,net worth vat gross worth 1. reebok kids boys blue sneakers 500 each 500 2500 10 2750 shoes us 11 no laces 2 kids jordan 7 retro sz 2y 300 each 7200 21600 10 23760 wonder nation kids shoes size 100 each 399 399 10 439 8c summary vat net worth vat gross worth 10 24499 2450 26949 total 24499 2450 26949
"Invoice Number: 69703455, Date: 02/06/2014, Seller: , Client: anderson group hendricks hart and miller 793 william inlet 81747 brown corner apt: 501 michaelhaven ri 22480 baileyfort wv 16678",N/A,net worth vat gross worth 1. intel compute stick 32gb intel 400 each 4500 18000 10 19800 atom 1.33ghz 2gb pc desktop 2 amd dual core 3.9ghz 4gb 500 each 24999 1 24995 10 1 37495 ddr3 500gb wifi windows 10 office desktop pc computer 3 desktop computer super 300 each 2271 6813 10 7494 writemaster intel core duo gaming pc desktop computer 200 each 54999 1 09998 10 1 20998 rgb bundle intel core i7 16gb ram nvidia gtx 1650 1tb 5 fast hp desktop computer intel 100 each 9995 9995 10 10995 processor 4gb 160gb 17 lcd dvd wifi windows 10 computer desktop gaming i5 300 each 31500 94500 10 1 03950 ram 16 g summary vat net worth vat gross worth 10 3 64301 36430 4 00731 total 3 64301 36430 4 00731
